date,station,precipitation
2013-01-23,Llanos Hospital,30.09325157
2013-01-24,Llanos Hospital,10.23370605
2013-01-25,Llanos Hospital,2.629817462
2013-01-26,Llanos Hospital,0
2013-01-27,Llanos Hospital,3.563411929
2013-01-28,Llanos Hospital,8.718859708
2013-01-29,Llanos Hospital,0.344607637
2013-01-30,Llanos Hospital,0.4
2013-01-31,Llanos Hospital,0
2013-02-01,Llanos Hospital,3.815705342
2013-02-02,Llanos Hospital,8.202249839
2013-02-03,Llanos Hospital,0
2013-02-04,Llanos Hospital,0.1
2013-02-05,Llanos Hospital,2.369317481
2013-02-06,Llanos Hospital,30.4838011
2013-02-07,Llanos Hospital,20.52072613
2013-02-08,Llanos Hospital,21.90712036
2013-02-09,Llanos Hospital,14.76059658
2013-02-10,Llanos Hospital,10.11557319
2013-02-11,Llanos Hospital,34.44773377
2013-02-12,Llanos Hospital,15.01160182
2013-02-13,Llanos Hospital,0
2013-02-14,Llanos Hospital,0.4
2013-02-15,Llanos Hospital,0
2013-02-16,Llanos Hospital,0
2013-02-17,Llanos Hospital,7.212725388
2013-02-18,Llanos Hospital,0.4
2013-02-19,Llanos Hospital,0
2013-02-20,Llanos Hospital,0
2013-02-21,Llanos Hospital,0.594486949
2013-02-22,Llanos Hospital,0.558224636
2013-02-23,Llanos Hospital,0
2013-02-24,Llanos Hospital,0
2013-02-25,Llanos Hospital,0
2013-02-26,Llanos Hospital,0
2013-02-27,Llanos Hospital,0
2013-02-28,Llanos Hospital,30.85697165
2013-03-01,Llanos Hospital,39.45743697
2013-03-02,Llanos Hospital,0
2013-03-03,Llanos Hospital,0
2013-03-04,Llanos Hospital,12.39046587
2013-03-05,Llanos Hospital,40.60079291
2013-03-06,Llanos Hospital,0.4380253
2013-03-07,Llanos Hospital,7.540731835
2013-03-08,Llanos Hospital,4.748533585
2013-03-09,Llanos Hospital,0.141084252
2013-03-10,Llanos Hospital,10.33975487
2013-03-11,Llanos Hospital,3.27436647
2013-03-12,Llanos Hospital,4.282165656
2013-03-13,Llanos Hospital,0.779646748
2013-03-14,Llanos Hospital,0.256864082
2013-03-15,Llanos Hospital,0
2013-03-16,Llanos Hospital,20.3512327
2013-03-17,Llanos Hospital,2.805745095
2013-03-18,Llanos Hospital,0
2013-03-19,Llanos Hospital,0.396563109
2013-03-20,Llanos Hospital,0
2013-03-21,Llanos Hospital,4.738097964
2013-03-22,Llanos Hospital,0.644527884
2013-03-23,Llanos Hospital,1.256676653
2013-03-24,Llanos Hospital,27.41245734
2013-03-25,Llanos Hospital,7.754478128
2013-03-26,Llanos Hospital,4.955265923
2013-03-27,Llanos Hospital,1.995089567
2013-03-28,Llanos Hospital,1.840845463
2013-03-29,Llanos Hospital,24.48091019
2013-03-30,Llanos Hospital,0.934161419
2013-03-31,Llanos Hospital,0.240217194
2013-04-01,Llanos Hospital,1.100260012
2013-04-02,Llanos Hospital,0
2013-04-03,Llanos Hospital,11.59430712
2013-04-04,Llanos Hospital,9.914297067
2013-04-05,Llanos Hospital,0
2013-04-06,Llanos Hospital,0
2013-04-07,Llanos Hospital,4.157027106
2013-04-08,Llanos Hospital,4.987288001
2013-04-09,Llanos Hospital,0.202535264
2013-04-10,Llanos Hospital,0
2013-04-11,Llanos Hospital,0.548556217
2013-04-12,Llanos Hospital,5.595280606
2013-04-13,Llanos Hospital,1.942467613
2013-04-14,Llanos Hospital,1.539873743
2013-04-15,Llanos Hospital,2.173268997
2013-04-16,Llanos Hospital,3.035750746
2013-04-17,Llanos Hospital,0.357192643
2013-04-18,Llanos Hospital,0
2013-04-19,Llanos Hospital,5.932389511
2013-04-20,Llanos Hospital,0
2013-04-21,Llanos Hospital,0.781430658
2013-04-22,Llanos Hospital,0.1
2013-04-23,Llanos Hospital,0
2013-04-24,Llanos Hospital,0.523400865
2013-04-25,Llanos Hospital,34.56366927
2013-04-26,Llanos Hospital,4.253069247
2013-04-27,Llanos Hospital,37.21361785
2013-04-28,Llanos Hospital,1.368410204
2013-04-29,Llanos Hospital,21.06356217
2013-04-30,Llanos Hospital,3.050321209
2013-05-01,Llanos Hospital,0.369301576
2013-05-02,Llanos Hospital,5.61705801
2013-05-03,Llanos Hospital,0
2013-05-04,Llanos Hospital,0.4
2013-05-05,Llanos Hospital,2.447538648
2013-05-06,Llanos Hospital,22.8419764
2013-05-07,Llanos Hospital,12.90729095
2013-05-08,Llanos Hospital,4.68230239
2013-05-09,Llanos Hospital,2.875409651
2013-05-10,Llanos Hospital,0
2013-05-11,Llanos Hospital,0
2013-05-12,Llanos Hospital,0
2013-05-13,Llanos Hospital,0
2013-05-14,Llanos Hospital,19.26014259
2013-05-15,Llanos Hospital,31.73014712
2013-05-16,Llanos Hospital,0.894963543
2013-05-17,Llanos Hospital,19.86740576
2013-05-18,Llanos Hospital,9.367917234
2013-05-19,Llanos Hospital,45.96946075
2013-05-20,Llanos Hospital,0
2013-05-21,Llanos Hospital,15.68762674
2013-05-22,Llanos Hospital,0
2013-05-23,Llanos Hospital,0
2013-05-24,Llanos Hospital,0
2013-05-25,Llanos Hospital,0
2013-05-26,Llanos Hospital,20.03818208
2013-05-27,Llanos Hospital,19.08372915
2013-05-28,Llanos Hospital,0.784634096
2013-05-29,Llanos Hospital,5.177694942
2013-05-30,Llanos Hospital,9.774111731
2013-05-31,Llanos Hospital,16.14702806
2013-06-01,Llanos Hospital,27.46075613
2013-06-02,Llanos Hospital,0.2
2013-06-03,Llanos Hospital,0
2013-06-04,Llanos Hospital,0
2013-06-05,Llanos Hospital,14.26407186
2013-06-06,Llanos Hospital,28.49961869
2013-06-07,Llanos Hospital,3.753888542
2013-06-08,Llanos Hospital,13.38796885
2013-06-09,Llanos Hospital,2.734039667
2013-06-10,Llanos Hospital,1.20352079
2013-06-11,Llanos Hospital,0
2013-06-12,Llanos Hospital,0
2013-06-13,Llanos Hospital,8.927327858
2013-06-14,Llanos Hospital,0
2013-06-15,Llanos Hospital,0
2013-06-16,Llanos Hospital,0
2013-06-17,Llanos Hospital,67.56608577
2013-06-18,Llanos Hospital,50.66997102
2013-06-19,Llanos Hospital,0.83694808
2013-06-20,Llanos Hospital,0.3
2013-06-21,Llanos Hospital,1.270554985
2013-06-22,Llanos Hospital,0.4
2013-06-23,Llanos Hospital,0
2013-06-24,Llanos Hospital,0
2013-06-25,Llanos Hospital,0
2013-06-26,Llanos Hospital,0
2013-06-27,Llanos Hospital,7.107505305
2013-06-28,Llanos Hospital,0
2013-06-29,Llanos Hospital,0.3
2013-06-30,Llanos Hospital,0
2012-01-01,Sasseuva,0
2012-01-02,Sasseuva,8
2012-01-03,Sasseuva,0
2012-01-04,Sasseuva,1.9
2012-01-05,Sasseuva,0.9
2012-01-06,Sasseuva,2.5
2012-01-07,Sasseuva,0
2012-01-08,Sasseuva,0
2012-01-09,Sasseuva,0
2012-01-10,Sasseuva,0
2012-01-11,Sasseuva,0
2012-01-12,Sasseuva,0
2012-01-13,Sasseuva,0
2012-01-14,Sasseuva,0
2012-01-15,Sasseuva,0
2012-01-16,Sasseuva,0
2012-01-17,Sasseuva,0
2012-01-18,Sasseuva,0
2012-01-19,Sasseuva,0
2012-01-20,Sasseuva,4.4
2012-01-21,Sasseuva,0
2012-01-22,Sasseuva,0
2012-01-23,Sasseuva,0
2012-01-24,Sasseuva,0
2012-01-25,Sasseuva,0
2012-01-26,Sasseuva,0
2012-01-27,Sasseuva,3.8
2012-01-28,Sasseuva,19.3
2012-01-29,Sasseuva,15.5
2012-01-30,Sasseuva,0
2012-01-31,Sasseuva,5.9
2012-02-01,Sasseuva,7.9
2012-02-02,Sasseuva,1.2
2012-02-03,Sasseuva,1.2
2012-02-04,Sasseuva,4.2
2012-02-05,Sasseuva,21.2
2012-02-06,Sasseuva,2.4
2012-02-07,Sasseuva,3.7
2012-02-08,Sasseuva,0
2012-02-09,Sasseuva,0
2012-02-10,Sasseuva,0
2012-02-11,Sasseuva,0
2012-02-12,Sasseuva,0
2012-02-13,Sasseuva,1.8
2012-02-14,Sasseuva,15.2
2012-02-15,Sasseuva,5.2
2012-02-16,Sasseuva,12.3
2012-02-17,Sasseuva,0
2012-02-18,Sasseuva,0
2012-02-19,Sasseuva,2.3
2012-02-20,Sasseuva,0
2012-02-21,Sasseuva,0
2012-02-22,Sasseuva,0
2012-02-23,Sasseuva,0
2012-02-24,Sasseuva,0
2012-02-25,Sasseuva,0
2012-02-26,Sasseuva,0
2012-02-27,Sasseuva,0
2012-02-28,Sasseuva,0
2012-02-29,Sasseuva,0
2012-03-01,Sasseuva,0
2012-03-02,Sasseuva,0
2012-03-03,Sasseuva,17
2012-03-04,Sasseuva,4.2
2012-03-05,Sasseuva,1.3
2012-03-06,Sasseuva,3.1
2012-03-07,Sasseuva,0.9
2012-03-08,Sasseuva,5.7
2012-03-09,Sasseuva,0
2012-03-10,Sasseuva,0
2012-03-11,Sasseuva,0
2012-03-12,Sasseuva,0
2012-03-13,Sasseuva,0
2012-03-14,Sasseuva,0
2012-03-15,Sasseuva,0
2012-03-16,Sasseuva,0
2012-03-17,Sasseuva,0.6
2012-03-18,Sasseuva,2.8
2012-03-19,Sasseuva,2.5
2012-03-20,Sasseuva,0.6
2012-03-21,Sasseuva,21.7
2012-03-22,Sasseuva,6
2012-03-23,Sasseuva,0
2012-03-24,Sasseuva,0
2012-03-25,Sasseuva,0
2012-03-26,Sasseuva,0
2012-03-27,Sasseuva,0
2012-03-28,Sasseuva,0
2012-03-29,Sasseuva,0
2012-03-30,Sasseuva,0
2012-03-31,Sasseuva,0
2012-04-01,Sasseuva,9.8
2012-04-02,Sasseuva,1.6
2012-04-03,Sasseuva,3.4
2012-04-04,Sasseuva,3
2012-04-05,Sasseuva,0
2012-04-06,Sasseuva,0
2012-04-07,Sasseuva,9.8
2012-04-08,Sasseuva,0.9
2012-04-09,Sasseuva,0
2012-04-10,Sasseuva,9.9
2012-04-11,Sasseuva,0
2012-04-12,Sasseuva,6.7
2012-04-13,Sasseuva,2.6
2012-04-14,Sasseuva,9.8
2012-04-15,Sasseuva,22.9
2012-04-16,Sasseuva,4.6
2012-04-17,Sasseuva,3.5
2012-04-18,Sasseuva,0.6
2012-04-19,Sasseuva,2.7
2012-04-20,Sasseuva,3.3
2012-04-21,Sasseuva,3.2
2012-04-22,Sasseuva,1.8
2012-04-23,Sasseuva,7
2012-04-24,Sasseuva,0.6
2012-04-25,Sasseuva,0
2012-04-26,Sasseuva,0
2012-04-27,Sasseuva,2.7
2012-04-28,Sasseuva,6.9
2012-04-29,Sasseuva,0.3
2012-04-30,Sasseuva,12.2
2012-05-01,Sasseuva,0
2012-05-02,Sasseuva,0
2012-05-03,Sasseuva,0
2012-05-04,Sasseuva,0.8
2012-05-05,Sasseuva,1
2012-05-06,Sasseuva,0.9
2012-05-07,Sasseuva,0
2012-05-08,Sasseuva,1.8
2012-05-09,Sasseuva,0
2012-05-10,Sasseuva,0
2012-05-11,Sasseuva,0
2012-05-12,Sasseuva,0
2012-05-13,Sasseuva,1.7
2012-05-14,Sasseuva,0
2012-05-15,Sasseuva,0
2012-05-16,Sasseuva,0
2012-05-17,Sasseuva,2.7
2012-05-18,Sasseuva,1.8
2012-05-19,Sasseuva,2.3
2012-05-20,Sasseuva,20.7
2012-05-21,Sasseuva,19.9
2012-05-22,Sasseuva,10.7
2012-05-23,Sasseuva,0
2012-05-24,Sasseuva,0
2012-05-25,Sasseuva,0.9
2012-05-26,Sasseuva,0
2012-05-27,Sasseuva,3.1
2012-05-28,Sasseuva,0
2012-05-29,Sasseuva,0.7
2012-05-30,Sasseuva,0
2012-05-31,Sasseuva,0
2012-06-01,Sasseuva,0
2012-06-02,Sasseuva,2.1
2012-06-03,Sasseuva,9.3
2012-06-04,Sasseuva,0
2012-06-05,Sasseuva,0
2012-06-06,Sasseuva,0
2012-06-07,Sasseuva,4.6
2012-06-08,Sasseuva,1.2
2012-06-09,Sasseuva,0
2012-06-10,Sasseuva,8.5
2012-06-11,Sasseuva,7.6
2012-06-12,Sasseuva,2.9
2012-06-13,Sasseuva,0
2012-06-14,Sasseuva,0
2012-06-15,Sasseuva,0
2012-06-16,Sasseuva,0
2012-06-17,Sasseuva,0
2012-06-18,Sasseuva,11.8
2012-06-19,Sasseuva,8
2012-06-20,Sasseuva,0.3
2012-06-21,Sasseuva,0
2012-06-22,Sasseuva,0
2012-06-23,Sasseuva,0
2012-06-24,Sasseuva,0
2012-06-25,Sasseuva,0
2012-06-26,Sasseuva,0
2012-06-27,Sasseuva,0
2012-06-28,Sasseuva,0
2012-06-29,Sasseuva,0
2012-06-30,Sasseuva,0.3
2012-07-01,Sasseuva,9.4
2012-07-02,Sasseuva,0
2012-07-03,Sasseuva,0
2012-07-04,Sasseuva,21.4
2012-07-05,Sasseuva,17.2
2012-07-06,Sasseuva,0
2012-07-07,Sasseuva,2
2012-07-08,Sasseuva,0
2012-07-09,Sasseuva,0
2012-07-10,Sasseuva,0
2012-07-11,Sasseuva,0
2012-07-12,Sasseuva,0
2012-07-13,Sasseuva,0
2012-07-14,Sasseuva,0
2012-07-15,Sasseuva,0
2012-07-16,Sasseuva,0
2012-07-17,Sasseuva,0
2012-07-18,Sasseuva,0
2012-07-19,Sasseuva,0
2012-07-20,Sasseuva,0
2012-07-21,Sasseuva,0
2012-07-22,Sasseuva,0
2012-07-23,Sasseuva,0
2012-07-24,Sasseuva,0
2012-07-25,Sasseuva,0
2012-07-26,Sasseuva,1.6
2012-07-27,Sasseuva,0
2012-07-28,Sasseuva,17.4
2012-07-29,Sasseuva,0
2012-07-30,Sasseuva,0
2012-07-31,Sasseuva,0
2012-08-01,Sasseuva,0
2012-08-02,Sasseuva,0
2012-08-03,Sasseuva,0
2012-08-04,Sasseuva,1.3
2012-08-05,Sasseuva,32
2012-08-06,Sasseuva,4.7
2012-08-07,Sasseuva,0
2012-08-08,Sasseuva,0
2012-08-09,Sasseuva,0
2012-08-10,Sasseuva,0
2012-08-11,Sasseuva,0
2012-08-12,Sasseuva,0
2012-08-13,Sasseuva,0
2012-08-14,Sasseuva,0
2012-08-15,Sasseuva,0
2012-08-16,Sasseuva,0
2012-08-17,Sasseuva,0
2012-08-18,Sasseuva,0
2012-08-19,Sasseuva,0
2012-08-20,Sasseuva,0
2012-08-21,Sasseuva,0
2012-08-22,Sasseuva,0
2012-08-23,Sasseuva,0
2012-08-24,Sasseuva,0
2012-08-25,Sasseuva,0.3
2012-08-26,Sasseuva,0
2012-08-27,Sasseuva,0
2012-08-28,Sasseuva,14.4
2012-08-29,Sasseuva,8.2
2012-08-30,Sasseuva,5.9
2012-08-31,Sasseuva,0
2012-09-01,Sasseuva,0
2012-09-02,Sasseuva,0
2012-09-03,Sasseuva,0
2012-09-04,Sasseuva,0.3
2012-09-05,Sasseuva,0
2012-09-06,Sasseuva,0
2012-09-07,Sasseuva,0
2012-09-08,Sasseuva,0.8
2012-09-09,Sasseuva,0
2012-09-10,Sasseuva,2.1
2012-09-11,Sasseuva,0
2012-09-12,Sasseuva,1.1
2012-09-13,Sasseuva,4.4
2012-09-14,Sasseuva,0
2012-09-15,Sasseuva,0
2012-09-16,Sasseuva,0
2012-09-17,Sasseuva,0
2012-09-18,Sasseuva,5.6
2012-09-19,Sasseuva,1.3
2012-09-20,Sasseuva,0
2012-09-21,Sasseuva,0
2012-09-22,Sasseuva,0
2012-09-23,Sasseuva,8.3
2012-09-24,Sasseuva,1.9
2012-09-25,Sasseuva,0
2012-09-26,Sasseuva,5.2
2012-09-27,Sasseuva,0
2012-09-28,Sasseuva,0.6
2012-09-29,Sasseuva,22.7
2012-09-30,Sasseuva,3.9
2012-10-01,Sasseuva,0
2012-10-02,Sasseuva,0
2012-10-03,Sasseuva,0
2012-10-04,Sasseuva,0
2012-10-05,Sasseuva,0
2012-10-06,Sasseuva,0
2012-10-07,Sasseuva,0
2012-10-08,Sasseuva,0
2012-10-09,Sasseuva,0
2012-10-10,Sasseuva,0.7
2012-10-11,Sasseuva,14.6
2012-10-12,Sasseuva,3.2
2012-10-13,Sasseuva,0.3
2012-10-14,Sasseuva,10
2012-10-15,Sasseuva,1
2012-10-16,Sasseuva,0
2012-10-17,Sasseuva,0
2012-10-18,Sasseuva,5.4
2012-10-19,Sasseuva,36.7
2012-10-20,Sasseuva,7.2
2012-10-21,Sasseuva,2.8
2012-10-22,Sasseuva,0
2012-10-23,Sasseuva,0
2012-10-24,Sasseuva,0
2012-10-25,Sasseuva,1.7
2012-10-26,Sasseuva,12.5
2012-10-27,Sasseuva,13.2
2012-10-28,Sasseuva,0.9
2012-10-29,Sasseuva,0
2012-10-30,Sasseuva,0.4
2012-10-31,Sasseuva,0.6
2012-11-01,Sasseuva,0
2012-11-02,Sasseuva,0
2012-11-03,Sasseuva,0
2012-11-04,Sasseuva,14.3
2012-11-05,Sasseuva,0.9
2012-11-06,Sasseuva,0
2012-11-07,Sasseuva,0
2012-11-08,Sasseuva,1.2
2012-11-09,Sasseuva,0
2012-11-10,Sasseuva,3.8
2012-11-11,Sasseuva,10.3
2012-11-12,Sasseuva,0
2012-11-13,Sasseuva,0
2012-11-14,Sasseuva,0
2012-11-15,Sasseuva,0
2012-11-16,Sasseuva,0
2012-11-17,Sasseuva,0
2012-11-18,Sasseuva,3.6
2012-11-19,Sasseuva,0
2012-11-20,Sasseuva,0
2012-11-21,Sasseuva,1.2
2012-11-22,Sasseuva,0
2012-11-23,Sasseuva,0
2012-11-24,Sasseuva,0
2012-11-25,Sasseuva,0
2012-11-26,Sasseuva,17.7
2012-11-27,Sasseuva,11.4
2012-11-28,Sasseuva,16.7
2012-11-29,Sasseuva,6.8
2012-11-30,Sasseuva,0
2012-12-01,Sasseuva,0
2012-12-02,Sasseuva,9.6
2012-12-03,Sasseuva,11.4
2012-12-04,Sasseuva,11.7
2012-12-05,Sasseuva,30
2012-12-06,Sasseuva,2.8
2012-12-07,Sasseuva,6.1
2012-12-08,Sasseuva,8
2012-12-09,Sasseuva,0
2012-12-10,Sasseuva,0
2012-12-11,Sasseuva,0
2012-12-12,Sasseuva,0
2012-12-13,Sasseuva,0
2012-12-14,Sasseuva,0
2012-12-15,Sasseuva,0
2012-12-16,Sasseuva,1.6
2012-12-17,Sasseuva,0.3
2012-12-18,Sasseuva,0
2012-12-19,Sasseuva,0
2012-12-20,Sasseuva,1.8
2012-12-21,Sasseuva,1.5
2012-12-22,Sasseuva,0
2012-12-23,Sasseuva,0
2012-12-24,Sasseuva,0
2012-12-25,Sasseuva,3.1
2012-12-26,Sasseuva,2.6
2012-12-27,Sasseuva,0
2012-12-28,Sasseuva,0
2012-12-29,Sasseuva,0
2012-12-30,Sasseuva,0
2012-12-31,Sasseuva,0
2013-01-01,Sasseuva,9.9
2013-01-02,Sasseuva,2.9
2013-01-03,Sasseuva,0
2013-01-04,Sasseuva,0
2013-01-05,Sasseuva,0
2013-01-06,Sasseuva,0
2013-01-07,Sasseuva,0
2013-01-08,Sasseuva,0
2013-01-09,Sasseuva,0
2013-01-10,Sasseuva,4.8
2013-01-11,Sasseuva,0
2013-01-12,Sasseuva,0
2013-01-13,Sasseuva,24.8
2013-01-14,Sasseuva,14.9
2013-01-15,Sasseuva,35.7
2013-01-16,Sasseuva,20.9
2013-01-17,Sasseuva,3.9
2013-01-18,Sasseuva,19
2013-01-19,Sasseuva,14.8
2013-01-20,Sasseuva,19.4
2013-01-21,Sasseuva,5
2013-01-22,Sasseuva,3.1
2013-01-23,Sasseuva,13.4
2013-01-24,Sasseuva,28.3
2013-01-25,Sasseuva,0
2013-01-26,Sasseuva,20
2013-01-27,Sasseuva,10.1
2013-01-28,Sasseuva,5.4
2013-01-29,Sasseuva,0
2013-01-30,Sasseuva,0
2013-01-31,Sasseuva,0
2013-02-01,Sasseuva,5.8
2013-02-02,Sasseuva,42.4
2013-02-03,Sasseuva,5
2013-02-04,Sasseuva,4.7
2013-02-05,Sasseuva,5.1
2013-02-06,Sasseuva,27.6
2013-02-07,Sasseuva,13.6
2013-02-08,Sasseuva,7.7
2013-02-09,Sasseuva,14
2013-02-10,Sasseuva,6
2013-02-11,Sasseuva,14.5
2013-02-12,Sasseuva,9.4
2013-02-13,Sasseuva,4.6
2013-02-14,Sasseuva,11.6
2013-02-15,Sasseuva,1.5
2013-02-16,Sasseuva,0
2013-02-17,Sasseuva,0
2013-02-18,Sasseuva,0
2013-02-19,Sasseuva,0
2013-02-20,Sasseuva,0
2013-02-21,Sasseuva,1.3
2013-02-22,Sasseuva,2.5
2013-02-23,Sasseuva,3
2013-02-24,Sasseuva,10.2
2013-02-25,Sasseuva,4.8
2013-02-26,Sasseuva,0
2013-02-27,Sasseuva,0
2013-02-28,Sasseuva,0
2013-03-01,Sasseuva,1.8
2013-03-02,Sasseuva,0
2013-03-03,Sasseuva,0
2013-03-04,Sasseuva,0.3
2013-03-05,Sasseuva,0.6
2013-03-06,Sasseuva,4.9
2013-03-07,Sasseuva,2
2013-03-08,Sasseuva,5.1
2013-03-09,Sasseuva,2.1
2013-03-10,Sasseuva,0
2013-03-11,Sasseuva,0.6
2013-03-12,Sasseuva,3.5
2013-03-13,Sasseuva,15.6
2013-03-14,Sasseuva,19.2
2013-03-15,Sasseuva,1.6
2013-03-16,Sasseuva,0
2013-03-17,Sasseuva,2.9
2013-03-18,Sasseuva,2.6
2013-03-19,Sasseuva,0.6
2013-03-20,Sasseuva,4.3
2013-03-21,Sasseuva,0
2013-03-22,Sasseuva,0.3
2013-03-23,Sasseuva,0
2013-03-24,Sasseuva,7.5
2013-03-25,Sasseuva,2.6
2013-03-26,Sasseuva,0.3
2013-03-27,Sasseuva,0
2013-03-28,Sasseuva,0.3
2013-03-29,Sasseuva,0.6
2013-03-30,Sasseuva,6.6
2013-03-31,Sasseuva,0
2013-04-01,Sasseuva,9
2013-04-02,Sasseuva,0
2013-04-03,Sasseuva,0
2013-04-04,Sasseuva,18.9
2013-04-05,Sasseuva,4.1
2013-04-06,Sasseuva,11.2
2013-04-07,Sasseuva,0
2013-04-08,Sasseuva,0
2013-04-09,Sasseuva,0
2013-04-10,Sasseuva,0
2013-04-11,Sasseuva,1.1
2013-04-12,Sasseuva,0
2013-04-13,Sasseuva,0
2013-04-14,Sasseuva,0
2013-04-15,Sasseuva,0
2013-04-16,Sasseuva,0
2013-04-17,Sasseuva,0
2013-04-18,Sasseuva,0
2013-04-19,Sasseuva,17.1
2013-04-20,Sasseuva,0
2013-04-21,Sasseuva,0
2013-04-22,Sasseuva,0
2013-04-23,Sasseuva,0
2013-04-24,Sasseuva,0
2013-04-25,Sasseuva,0.3
2013-04-26,Sasseuva,8.5
2013-04-27,Sasseuva,23.8
2013-04-28,Sasseuva,13.5
2013-04-29,Sasseuva,7.3
2013-04-30,Sasseuva,3.4
2013-05-01,Sasseuva,0
2013-05-02,Sasseuva,10.3
2013-05-03,Sasseuva,1.2
2013-05-04,Sasseuva,0
2013-05-05,Sasseuva,0
2013-05-06,Sasseuva,0
2013-05-07,Sasseuva,0
2013-05-08,Sasseuva,0.9
2013-05-09,Sasseuva,6.7
2013-05-10,Sasseuva,0.6
2013-05-11,Sasseuva,0
2013-05-12,Sasseuva,0
2013-05-13,Sasseuva,0
2013-05-14,Sasseuva,3
2013-05-15,Sasseuva,26.4
2013-05-16,Sasseuva,11.1
2013-05-17,Sasseuva,0.6
2013-05-18,Sasseuva,1.1
2013-05-19,Sasseuva,2.1
2013-05-20,Sasseuva,1
2013-05-21,Sasseuva,10.3
2013-05-22,Sasseuva,34.4
2013-05-23,Sasseuva,1.8
2013-05-24,Sasseuva,0.9
2013-05-25,Sasseuva,0.9
2013-05-26,Sasseuva,0
2013-05-27,Sasseuva,0
2013-05-28,Sasseuva,9.4
2013-05-29,Sasseuva,1.4
2013-05-30,Sasseuva,16
2013-05-31,Sasseuva,29.5
2013-06-01,Sasseuva,11.3
2013-06-02,Sasseuva,8.7
2013-06-03,Sasseuva,0
2013-06-04,Sasseuva,0
2013-06-05,Sasseuva,7.2
2013-06-06,Sasseuva,4.3
2013-06-07,Sasseuva,0
2013-06-08,Sasseuva,0.7
2013-06-09,Sasseuva,1.2
2013-06-10,Sasseuva,2.1
2013-06-11,Sasseuva,0.6
2013-06-12,Sasseuva,0
2013-06-13,Sasseuva,8.5
2013-06-14,Sasseuva,0
2013-06-15,Sasseuva,0
2013-06-16,Sasseuva,0
2013-06-17,Sasseuva,10.6
2013-06-18,Sasseuva,34.8
2013-06-19,Sasseuva,1.8
2013-06-20,Sasseuva,0
2013-06-21,Sasseuva,2.5
2013-06-22,Sasseuva,0
2013-06-23,Sasseuva,0.6
2013-06-24,Sasseuva,0
2013-06-25,Sasseuva,0
2013-06-26,Sasseuva,0
2013-06-27,Sasseuva,0
2013-06-28,Sasseuva,0
2013-06-29,Sasseuva,0
2013-06-30,Sasseuva,0
2012-01-01,Vielha (Eliport),0.2
2012-01-02,Vielha (Eliport),4.6
2012-01-03,Vielha (Eliport),0
2012-01-04,Vielha (Eliport),2.1
2012-01-05,Vielha (Eliport),0.9
2012-01-06,Vielha (Eliport),0.5
2012-01-07,Vielha (Eliport),0
2012-01-08,Vielha (Eliport),0
2012-01-09,Vielha (Eliport),0
2012-01-10,Vielha (Eliport),0
2012-01-11,Vielha (Eliport),0
2012-01-12,Vielha (Eliport),0
2012-01-13,Vielha (Eliport),0
2012-01-14,Vielha (Eliport),0
2012-01-15,Vielha (Eliport),0
2012-01-16,Vielha (Eliport),0
2012-01-17,Vielha (Eliport),0
2012-01-18,Vielha (Eliport),0
2012-01-19,Vielha (Eliport),0
2012-01-20,Vielha (Eliport),1.2
2012-01-21,Vielha (Eliport),0.1
2012-01-22,Vielha (Eliport),0
2012-01-23,Vielha (Eliport),0
2012-01-24,Vielha (Eliport),0
2012-01-25,Vielha (Eliport),0
2012-01-26,Vielha (Eliport),0
2012-01-27,Vielha (Eliport),0
2012-01-28,Vielha (Eliport),12.1
2012-01-29,Vielha (Eliport),7.6
2012-01-30,Vielha (Eliport),0
2012-01-31,Vielha (Eliport),3.5
2012-02-01,Vielha (Eliport),2.9
2012-02-02,Vielha (Eliport),0
2012-02-03,Vielha (Eliport),0
2012-02-04,Vielha (Eliport),0.5
2012-02-05,Vielha (Eliport),15.7
2012-02-06,Vielha (Eliport),0.5
2012-02-07,Vielha (Eliport),0.3
2012-02-08,Vielha (Eliport),0
2012-02-09,Vielha (Eliport),0
2012-02-10,Vielha (Eliport),0
2012-02-11,Vielha (Eliport),0
2012-02-12,Vielha (Eliport),0
2012-02-13,Vielha (Eliport),0
2012-02-14,Vielha (Eliport),12.5
2012-02-15,Vielha (Eliport),0.4
2012-02-16,Vielha (Eliport),4.4
2012-02-17,Vielha (Eliport),0
2012-02-18,Vielha (Eliport),0
2012-02-19,Vielha (Eliport),0.2
2012-02-20,Vielha (Eliport),0
2012-02-21,Vielha (Eliport),0
2012-02-22,Vielha (Eliport),0
2012-02-23,Vielha (Eliport),0
2012-02-24,Vielha (Eliport),0
2012-02-25,Vielha (Eliport),0
2012-02-26,Vielha (Eliport),0
2012-02-27,Vielha (Eliport),0
2012-02-28,Vielha (Eliport),0
2012-02-29,Vielha (Eliport),0
2012-03-01,Vielha (Eliport),0
2012-03-02,Vielha (Eliport),0
2012-03-03,Vielha (Eliport),10.7
2012-03-04,Vielha (Eliport),1.5
2012-03-05,Vielha (Eliport),0.1
2012-03-06,Vielha (Eliport),0.6
2012-03-07,Vielha (Eliport),0
2012-03-08,Vielha (Eliport),2.2
2012-03-09,Vielha (Eliport),0
2012-03-10,Vielha (Eliport),0
2012-03-11,Vielha (Eliport),0
2012-03-12,Vielha (Eliport),0
2012-03-13,Vielha (Eliport),0
2012-03-14,Vielha (Eliport),0
2012-03-15,Vielha (Eliport),0
